year,month,day,hour,minute,MOER,timestamp
2022.0,4.0,9.0,19.0,35.0,46.0,2022-04-09T19:35:00+00:00
2022.0,4.0,9.0,19.0,40.0,45.0,2022-04-09T19:40:00+00:00
2022.0,4.0,9.0,19.0,45.0,45.0,2022-04-09T19:45:00+00:00
2022.0,4.0,9.0,19.0,50.0,45.0,2022-04-09T19:50:00+00:00
2022.0,4.0,9.0,19.0,55.0,47.0,2022-04-09T19:55:00+00:00
2022.0,4.0,9.0,20.0,0.0,48.0,2022-04-09T20:00:00+00:00
2022.0,4.0,9.0,20.0,5.0,48.0,2022-04-09T20:05:00+00:00
2022.0,4.0,9.0,20.0,10.0,48.0,2022-04-09T20:10:00+00:00
2022.0,4.0,9.0,20.0,15.0,46.0,2022-04-09T20:15:00+00:00
2022.0,4.0,9.0,20.0,20.0,45.0,2022-04-09T20:20:00+00:00
2022.0,4.0,9.0,20.0,25.0,44.0,2022-04-09T20:25:00+00:00
2022.0,4.0,9.0,20.0,30.0,44.0,2022-04-09T20:30:00+00:00
2022.0,4.0,9.0,20.0,35.0,44.0,2022-04-09T20:35:00+00:00
2022.0,4.0,9.0,20.0,40.0,43.0,2022-04-09T20:40:00+00:00
2022.0,4.0,9.0,20.0,45.0,43.0,2022-04-09T20:45:00+00:00
2022.0,4.0,9.0,20.0,50.0,43.0,2022-04-09T20:50:00+00:00
2022.0,4.0,9.0,20.0,55.0,43.0,2022-04-09T20:55:00+00:00
2022.0,4.0,9.0,21.0,0.0,43.0,2022-04-09T21:00:00+00:00
2022.0,4.0,9.0,21.0,5.0,43.0,2022-04-09T21:05:00+00:00
2022.0,4.0,9.0,21.0,10.0,43.0,2022-04-09T21:10:00+00:00
2022.0,4.0,9.0,21.0,15.0,44.0,2022-04-09T21:15:00+00:00
2022.0,4.0,9.0,21.0,20.0,60.0,2022-04-09T21:20:00+00:00
2022.0,4.0,9.0,21.0,25.0,60.0,2022-04-09T21:25:00+00:00
2022.0,4.0,9.0,21.0,30.0,43.0,2022-04-09T21:30:00+00:00
2022.0,4.0,9.0,21.0,35.0,43.0,2022-04-09T21:35:00+00:00
2022.0,4.0,9.0,21.0,40.0,43.0,2022-04-09T21:40:00+00:00
2022.0,4.0,9.0,21.0,45.0,43.0,2022-04-09T21:45:00+00:00
2022.0,4.0,9.0,21.0,50.0,43.0,2022-04-09T21:50:00+00:00
2022.0,4.0,9.0,21.0,55.0,43.0,2022-04-09T21:55:00+00:00
2022.0,4.0,9.0,22.0,0.0,43.0,2022-04-09T22:00:00+00:00
2022.0,4.0,9.0,22.0,5.0,43.0,2022-04-09T22:05:00+00:00
2022.0,4.0,9.0,22.0,10.0,43.0,2022-04-09T22:10:00+00:00
2022.0,4.0,9.0,22.0,15.0,43.0,2022-04-09T22:15:00+00:00
2022.0,4.0,9.0,22.0,20.0,43.0,2022-04-09T22:20:00+00:00
2022.0,4.0,9.0,22.0,25.0,43.0,2022-04-09T22:25:00+00:00
2022.0,4.0,9.0,22.0,30.0,43.0,2022-04-09T22:30:00+00:00
2022.0,4.0,9.0,22.0,35.0,43.0,2022-04-09T22:35:00+00:00
2022.0,4.0,9.0,22.0,40.0,43.0,2022-04-09T22:40:00+00:00
2022.0,4.0,9.0,22.0,45.0,43.0,2022-04-09T22:45:00+00:00
2022.0,4.0,9.0,22.0,50.0,43.0,2022-04-09T22:50:00+00:00
2022.0,4.0,9.0,22.0,55.0,43.0,2022-04-09T22:55:00+00:00
2022.0,4.0,9.0,23.0,0.0,44.0,2022-04-09T23:00:00+00:00
2022.0,4.0,9.0,23.0,5.0,44.0,2022-04-09T23:05:00+00:00
2022.0,4.0,9.0,23.0,10.0,44.0,2022-04-09T23:10:00+00:00
2022.0,4.0,9.0,23.0,15.0,44.0,2022-04-09T23:15:00+00:00
2022.0,4.0,9.0,23.0,20.0,44.0,2022-04-09T23:20:00+00:00
2022.0,4.0,9.0,23.0,25.0,43.0,2022-04-09T23:25:00+00:00
2022.0,4.0,9.0,23.0,30.0,43.0,2022-04-09T23:30:00+00:00
2022.0,4.0,9.0,23.0,35.0,43.0,2022-04-09T23:35:00+00:00
2022.0,4.0,9.0,23.0,40.0,43.0,2022-04-09T23:40:00+00:00
2022.0,4.0,9.0,23.0,45.0,43.0,2022-04-09T23:45:00+00:00
2022.0,4.0,9.0,23.0,50.0,43.0,2022-04-09T23:50:00+00:00
2022.0,4.0,9.0,23.0,55.0,42.0,2022-04-09T23:55:00+00:00
2022.0,4.0,10.0,0.0,0.0,42.0,2022-04-10T00:00:00+00:00
2022.0,4.0,10.0,0.0,5.0,46.0,2022-04-10T00:05:00+00:00
2022.0,4.0,10.0,0.0,10.0,46.0,2022-04-10T00:10:00+00:00
2022.0,4.0,10.0,0.0,15.0,46.0,2022-04-10T00:15:00+00:00
2022.0,4.0,10.0,0.0,20.0,45.0,2022-04-10T00:20:00+00:00
2022.0,4.0,10.0,0.0,25.0,45.0,2022-04-10T00:25:00+00:00
2022.0,4.0,10.0,0.0,30.0,799.0,2022-04-10T00:30:00+00:00
2022.0,4.0,10.0,0.0,35.0,906.0,2022-04-10T00:35:00+00:00
2022.0,4.0,10.0,0.0,40.0,1051.0,2022-04-10T00:40:00+00:00
2022.0,4.0,10.0,0.0,45.0,952.0,2022-04-10T00:45:00+00:00
2022.0,4.0,10.0,0.0,50.0,930.0,2022-04-10T00:50:00+00:00
2022.0,4.0,10.0,0.0,55.0,924.0,2022-04-10T00:55:00+00:00
2022.0,4.0,10.0,1.0,0.0,920.0,2022-04-10T01:00:00+00:00
2022.0,4.0,10.0,1.0,5.0,849.0,2022-04-10T01:05:00+00:00
2022.0,4.0,10.0,1.0,10.0,839.0,2022-04-10T01:10:00+00:00
2022.0,4.0,10.0,1.0,15.0,919.0,2022-04-10T01:15:00+00:00
2022.0,4.0,10.0,1.0,20.0,940.0,2022-04-10T01:20:00+00:00
2022.0,4.0,10.0,1.0,25.0,886.0,2022-04-10T01:25:00+00:00
2022.0,4.0,10.0,1.0,30.0,866.0,2022-04-10T01:30:00+00:00
2022.0,4.0,10.0,1.0,35.0,843.0,2022-04-10T01:35:00+00:00
2022.0,4.0,10.0,1.0,40.0,827.0,2022-04-10T01:40:00+00:00
2022.0,4.0,10.0,1.0,45.0,817.0,2022-04-10T01:45:00+00:00
2022.0,4.0,10.0,1.0,50.0,808.0,2022-04-10T01:50:00+00:00
2022.0,4.0,10.0,1.0,55.0,800.0,2022-04-10T01:55:00+00:00
2022.0,4.0,10.0,2.0,0.0,808.0,2022-04-10T02:00:00+00:00
2022.0,4.0,10.0,2.0,5.0,859.0,2022-04-10T02:05:00+00:00
2022.0,4.0,10.0,2.0,10.0,820.0,2022-04-10T02:10:00+00:00
2022.0,4.0,10.0,2.0,15.0,821.0,2022-04-10T02:15:00+00:00
2022.0,4.0,10.0,2.0,20.0,820.0,2022-04-10T02:20:00+00:00
2022.0,4.0,10.0,2.0,25.0,808.0,2022-04-10T02:25:00+00:00
2022.0,4.0,10.0,2.0,30.0,803.0,2022-04-10T02:30:00+00:00
2022.0,4.0,10.0,2.0,35.0,810.0,2022-04-10T02:35:00+00:00
2022.0,4.0,10.0,2.0,40.0,813.0,2022-04-10T02:40:00+00:00
2022.0,4.0,10.0,2.0,45.0,815.0,2022-04-10T02:45:00+00:00
2022.0,4.0,10.0,2.0,50.0,817.0,2022-04-10T02:50:00+00:00
2022.0,4.0,10.0,2.0,55.0,818.0,2022-04-10T02:55:00+00:00
2022.0,4.0,10.0,3.0,0.0,818.0,2022-04-10T03:00:00+00:00
2022.0,4.0,10.0,3.0,5.0,890.0,2022-04-10T03:05:00+00:00
2022.0,4.0,10.0,3.0,10.0,917.0,2022-04-10T03:10:00+00:00
2022.0,4.0,10.0,3.0,15.0,945.0,2022-04-10T03:15:00+00:00
2022.0,4.0,10.0,3.0,20.0,969.0,2022-04-10T03:20:00+00:00
2022.0,4.0,10.0,3.0,25.0,987.0,2022-04-10T03:25:00+00:00
2022.0,4.0,10.0,3.0,30.0,992.0,2022-04-10T03:30:00+00:00
2022.0,4.0,10.0,3.0,35.0,999.0,2022-04-10T03:35:00+00:00
2022.0,4.0,10.0,3.0,40.0,1001.0,2022-04-10T03:40:00+00:00
2022.0,4.0,10.0,3.0,45.0,997.0,2022-04-10T03:45:00+00:00
2022.0,4.0,10.0,3.0,50.0,994.0,2022-04-10T03:50:00+00:00
2022.0,4.0,10.0,3.0,55.0,1001.0,2022-04-10T03:55:00+00:00
2022.0,4.0,10.0,4.0,0.0,1002.0,2022-04-10T04:00:00+00:00
2022.0,4.0,10.0,4.0,5.0,1003.0,2022-04-10T04:05:00+00:00
2022.0,4.0,10.0,4.0,10.0,993.0,2022-04-10T04:10:00+00:00
2022.0,4.0,10.0,4.0,15.0,996.0,2022-04-10T04:15:00+00:00
2022.0,4.0,10.0,4.0,20.0,992.0,2022-04-10T04:20:00+00:00
2022.0,4.0,10.0,4.0,25.0,994.0,2022-04-10T04:25:00+00:00
2022.0,4.0,10.0,4.0,30.0,994.0,2022-04-10T04:30:00+00:00
2022.0,4.0,10.0,4.0,35.0,992.0,2022-04-10T04:35:00+00:00
2022.0,4.0,10.0,4.0,40.0,990.0,2022-04-10T04:40:00+00:00
2022.0,4.0,10.0,4.0,45.0,993.0,2022-04-10T04:45:00+00:00
2022.0,4.0,10.0,4.0,50.0,993.0,2022-04-10T04:50:00+00:00
2022.0,4.0,10.0,4.0,55.0,993.0,2022-04-10T04:55:00+00:00
2022.0,4.0,10.0,5.0,0.0,993.0,2022-04-10T05:00:00+00:00
2022.0,4.0,10.0,5.0,5.0,984.0,2022-04-10T05:05:00+00:00
2022.0,4.0,10.0,5.0,10.0,982.0,2022-04-10T05:10:00+00:00
2022.0,4.0,10.0,5.0,15.0,977.0,2022-04-10T05:15:00+00:00
2022.0,4.0,10.0,5.0,20.0,974.0,2022-04-10T05:20:00+00:00
2022.0,4.0,10.0,5.0,25.0,973.0,2022-04-10T05:25:00+00:00
2022.0,4.0,10.0,5.0,30.0,969.0,2022-04-10T05:30:00+00:00
2022.0,4.0,10.0,5.0,35.0,968.0,2022-04-10T05:35:00+00:00
2022.0,4.0,10.0,5.0,40.0,967.0,2022-04-10T05:40:00+00:00
2022.0,4.0,10.0,5.0,45.0,967.0,2022-04-10T05:45:00+00:00
2022.0,4.0,10.0,5.0,50.0,975.0,2022-04-10T05:50:00+00:00
2022.0,4.0,10.0,5.0,55.0,976.0,2022-04-10T05:55:00+00:00
2022.0,4.0,10.0,6.0,0.0,975.0,2022-04-10T06:00:00+00:00
2022.0,4.0,10.0,6.0,5.0,977.0,2022-04-10T06:05:00+00:00
2022.0,4.0,10.0,6.0,10.0,987.0,2022-04-10T06:10:00+00:00
2022.0,4.0,10.0,6.0,15.0,994.0,2022-04-10T06:15:00+00:00
2022.0,4.0,10.0,6.0,20.0,1003.0,2022-04-10T06:20:00+00:00
2022.0,4.0,10.0,6.0,25.0,1009.0,2022-04-10T06:25:00+00:00
2022.0,4.0,10.0,6.0,30.0,1013.0,2022-04-10T06:30:00+00:00
2022.0,4.0,10.0,6.0,35.0,1017.0,2022-04-10T06:35:00+00:00
2022.0,4.0,10.0,6.0,40.0,1020.0,2022-04-10T06:40:00+00:00
2022.0,4.0,10.0,6.0,45.0,1022.0,2022-04-10T06:45:00+00:00
2022.0,4.0,10.0,6.0,50.0,1023.0,2022-04-10T06:50:00+00:00
2022.0,4.0,10.0,6.0,55.0,1012.0,2022-04-10T06:55:00+00:00
2022.0,4.0,10.0,7.0,0.0,1014.0,2022-04-10T07:00:00+00:00
2022.0,4.0,10.0,7.0,5.0,1027.0,2022-04-10T07:05:00+00:00
2022.0,4.0,10.0,7.0,10.0,1012.0,2022-04-10T07:10:00+00:00
2022.0,4.0,10.0,7.0,15.0,1015.0,2022-04-10T07:15:00+00:00
2022.0,4.0,10.0,7.0,20.0,1016.0,2022-04-10T07:20:00+00:00
2022.0,4.0,10.0,7.0,25.0,1019.0,2022-04-10T07:25:00+00:00
2022.0,4.0,10.0,7.0,30.0,1022.0,2022-04-10T07:30:00+00:00
2022.0,4.0,10.0,7.0,35.0,1023.0,2022-04-10T07:35:00+00:00
2022.0,4.0,10.0,7.0,40.0,1025.0,2022-04-10T07:40:00+00:00
2022.0,4.0,10.0,7.0,45.0,1026.0,2022-04-10T07:45:00+00:00
2022.0,4.0,10.0,7.0,50.0,1027.0,2022-04-10T07:50:00+00:00
2022.0,4.0,10.0,7.0,55.0,1027.0,2022-04-10T07:55:00+00:00
2022.0,4.0,10.0,8.0,0.0,1012.0,2022-04-10T08:00:00+00:00
2022.0,4.0,10.0,8.0,5.0,935.0,2022-04-10T08:05:00+00:00
2022.0,4.0,10.0,8.0,10.0,950.0,2022-04-10T08:10:00+00:00
2022.0,4.0,10.0,8.0,15.0,939.0,2022-04-10T08:15:00+00:00
2022.0,4.0,10.0,8.0,20.0,937.0,2022-04-10T08:20:00+00:00
2022.0,4.0,10.0,8.0,25.0,931.0,2022-04-10T08:25:00+00:00
2022.0,4.0,10.0,8.0,30.0,928.0,2022-04-10T08:30:00+00:00
2022.0,4.0,10.0,8.0,35.0,926.0,2022-04-10T08:35:00+00:00
2022.0,4.0,10.0,8.0,40.0,923.0,2022-04-10T08:40:00+00:00
2022.0,4.0,10.0,8.0,45.0,922.0,2022-04-10T08:45:00+00:00
2022.0,4.0,10.0,8.0,50.0,921.0,2022-04-10T08:50:00+00:00
2022.0,4.0,10.0,8.0,55.0,920.0,2022-04-10T08:55:00+00:00
2022.0,4.0,10.0,9.0,0.0,920.0,2022-04-10T09:00:00+00:00
2022.0,4.0,10.0,9.0,5.0,968.0,2022-04-10T09:05:00+00:00
2022.0,4.0,10.0,9.0,10.0,924.0,2022-04-10T09:10:00+00:00
2022.0,4.0,10.0,9.0,15.0,942.0,2022-04-10T09:15:00+00:00
2022.0,4.0,10.0,9.0,20.0,946.0,2022-04-10T09:20:00+00:00
2022.0,4.0,10.0,9.0,25.0,950.0,2022-04-10T09:25:00+00:00
2022.0,4.0,10.0,9.0,30.0,952.0,2022-04-10T09:30:00+00:00
2022.0,4.0,10.0,9.0,35.0,954.0,2022-04-10T09:35:00+00:00
2022.0,4.0,10.0,9.0,40.0,955.0,2022-04-10T09:40:00+00:00
2022.0,4.0,10.0,9.0,45.0,956.0,2022-04-10T09:45:00+00:00
2022.0,4.0,10.0,9.0,50.0,957.0,2022-04-10T09:50:00+00:00
2022.0,4.0,10.0,9.0,55.0,957.0,2022-04-10T09:55:00+00:00
2022.0,4.0,10.0,10.0,0.0,959.0,2022-04-10T10:00:00+00:00
2022.0,4.0,10.0,10.0,5.0,1014.0,2022-04-10T10:05:00+00:00
2022.0,4.0,10.0,10.0,10.0,956.0,2022-04-10T10:10:00+00:00
2022.0,4.0,10.0,10.0,15.0,951.0,2022-04-10T10:15:00+00:00
2022.0,4.0,10.0,10.0,20.0,949.0,2022-04-10T10:20:00+00:00
2022.0,4.0,10.0,10.0,25.0,947.0,2022-04-10T10:25:00+00:00
2022.0,4.0,10.0,10.0,30.0,946.0,2022-04-10T10:30:00+00:00
2022.0,4.0,10.0,10.0,35.0,945.0,2022-04-10T10:35:00+00:00
2022.0,4.0,10.0,10.0,40.0,945.0,2022-04-10T10:40:00+00:00
2022.0,4.0,10.0,10.0,45.0,944.0,2022-04-10T10:45:00+00:00
2022.0,4.0,10.0,10.0,50.0,944.0,2022-04-10T10:50:00+00:00
2022.0,4.0,10.0,10.0,55.0,944.0,2022-04-10T10:55:00+00:00
2022.0,4.0,10.0,11.0,0.0,964.0,2022-04-10T11:00:00+00:00
2022.0,4.0,10.0,11.0,5.0,967.0,2022-04-10T11:05:00+00:00
2022.0,4.0,10.0,11.0,10.0,1026.0,2022-04-10T11:10:00+00:00
2022.0,4.0,10.0,11.0,15.0,1037.0,2022-04-10T11:15:00+00:00
2022.0,4.0,10.0,11.0,20.0,1046.0,2022-04-10T11:20:00+00:00
2022.0,4.0,10.0,11.0,25.0,1050.0,2022-04-10T11:25:00+00:00
2022.0,4.0,10.0,11.0,30.0,1052.0,2022-04-10T11:30:00+00:00
2022.0,4.0,10.0,11.0,35.0,1054.0,2022-04-10T11:35:00+00:00
2022.0,4.0,10.0,11.0,40.0,1055.0,2022-04-10T11:40:00+00:00
2022.0,4.0,10.0,11.0,45.0,1056.0,2022-04-10T11:45:00+00:00
2022.0,4.0,10.0,11.0,50.0,1056.0,2022-04-10T11:50:00+00:00
2022.0,4.0,10.0,11.0,55.0,1057.0,2022-04-10T11:55:00+00:00
2022.0,4.0,10.0,12.0,0.0,1059.0,2022-04-10T12:00:00+00:00
2022.0,4.0,10.0,12.0,5.0,1022.0,2022-04-10T12:05:00+00:00
2022.0,4.0,10.0,12.0,10.0,1050.0,2022-04-10T12:10:00+00:00
2022.0,4.0,10.0,12.0,15.0,1055.0,2022-04-10T12:15:00+00:00
2022.0,4.0,10.0,12.0,20.0,1058.0,2022-04-10T12:20:00+00:00
2022.0,4.0,10.0,12.0,25.0,1061.0,2022-04-10T12:25:00+00:00
2022.0,4.0,10.0,12.0,30.0,1063.0,2022-04-10T12:30:00+00:00
2022.0,4.0,10.0,12.0,35.0,1064.0,2022-04-10T12:35:00+00:00
2022.0,4.0,10.0,12.0,40.0,1065.0,2022-04-10T12:40:00+00:00
2022.0,4.0,10.0,12.0,45.0,1064.0,2022-04-10T12:45:00+00:00
2022.0,4.0,10.0,12.0,50.0,1063.0,2022-04-10T12:50:00+00:00
2022.0,4.0,10.0,12.0,55.0,1065.0,2022-04-10T12:55:00+00:00
2022.0,4.0,10.0,13.0,0.0,1067.0,2022-04-10T13:00:00+00:00
2022.0,4.0,10.0,13.0,5.0,1046.0,2022-04-10T13:05:00+00:00
2022.0,4.0,10.0,13.0,10.0,1046.0,2022-04-10T13:10:00+00:00
2022.0,4.0,10.0,13.0,15.0,1041.0,2022-04-10T13:15:00+00:00
2022.0,4.0,10.0,13.0,20.0,1037.0,2022-04-10T13:20:00+00:00
2022.0,4.0,10.0,13.0,25.0,1033.0,2022-04-10T13:25:00+00:00
2022.0,4.0,10.0,13.0,30.0,1030.0,2022-04-10T13:30:00+00:00
2022.0,4.0,10.0,13.0,35.0,1027.0,2022-04-10T13:35:00+00:00
2022.0,4.0,10.0,13.0,40.0,1025.0,2022-04-10T13:40:00+00:00
2022.0,4.0,10.0,13.0,45.0,1023.0,2022-04-10T13:45:00+00:00
2022.0,4.0,10.0,13.0,50.0,1022.0,2022-04-10T13:50:00+00:00
2022.0,4.0,10.0,13.0,55.0,1020.0,2022-04-10T13:55:00+00:00
2022.0,4.0,10.0,14.0,0.0,1021.0,2022-04-10T14:00:00+00:00
2022.0,4.0,10.0,14.0,5.0,1066.0,2022-04-10T14:05:00+00:00
2022.0,4.0,10.0,14.0,10.0,1065.0,2022-04-10T14:10:00+00:00
2022.0,4.0,10.0,14.0,15.0,1069.0,2022-04-10T14:15:00+00:00
2022.0,4.0,10.0,14.0,20.0,1071.0,2022-04-10T14:20:00+00:00
2022.0,4.0,10.0,14.0,25.0,1084.0,2022-04-10T14:25:00+00:00
2022.0,4.0,10.0,14.0,30.0,859.0,2022-04-10T14:30:00+00:00
2022.0,4.0,10.0,14.0,35.0,47.0,2022-04-10T14:35:00+00:00
2022.0,4.0,10.0,14.0,40.0,46.0,2022-04-10T14:40:00+00:00
2022.0,4.0,10.0,14.0,45.0,46.0,2022-04-10T14:45:00+00:00
2022.0,4.0,10.0,14.0,50.0,45.0,2022-04-10T14:50:00+00:00
2022.0,4.0,10.0,14.0,55.0,45.0,2022-04-10T14:55:00+00:00
2022.0,4.0,10.0,15.0,0.0,45.0,2022-04-10T15:00:00+00:00
2022.0,4.0,10.0,15.0,5.0,46.0,2022-04-10T15:05:00+00:00
2022.0,4.0,10.0,15.0,10.0,46.0,2022-04-10T15:10:00+00:00
2022.0,4.0,10.0,15.0,15.0,46.0,2022-04-10T15:15:00+00:00
2022.0,4.0,10.0,15.0,20.0,46.0,2022-04-10T15:20:00+00:00
2022.0,4.0,10.0,15.0,25.0,46.0,2022-04-10T15:25:00+00:00
2022.0,4.0,10.0,15.0,30.0,46.0,2022-04-10T15:30:00+00:00
2022.0,4.0,10.0,15.0,35.0,46.0,2022-04-10T15:35:00+00:00
2022.0,4.0,10.0,15.0,40.0,46.0,2022-04-10T15:40:00+00:00
2022.0,4.0,10.0,15.0,45.0,46.0,2022-04-10T15:45:00+00:00
2022.0,4.0,10.0,15.0,50.0,46.0,2022-04-10T15:50:00+00:00
2022.0,4.0,10.0,15.0,55.0,45.0,2022-04-10T15:55:00+00:00
2022.0,4.0,10.0,16.0,0.0,45.0,2022-04-10T16:00:00+00:00
2022.0,4.0,10.0,16.0,5.0,46.0,2022-04-10T16:05:00+00:00
2022.0,4.0,10.0,16.0,10.0,46.0,2022-04-10T16:10:00+00:00
2022.0,4.0,10.0,16.0,15.0,46.0,2022-04-10T16:15:00+00:00
2022.0,4.0,10.0,16.0,20.0,46.0,2022-04-10T16:20:00+00:00
2022.0,4.0,10.0,16.0,25.0,47.0,2022-04-10T16:25:00+00:00
2022.0,4.0,10.0,16.0,30.0,47.0,2022-04-10T16:30:00+00:00
2022.0,4.0,10.0,16.0,35.0,48.0,2022-04-10T16:35:00+00:00
2022.0,4.0,10.0,16.0,40.0,48.0,2022-04-10T16:40:00+00:00
2022.0,4.0,10.0,16.0,45.0,48.0,2022-04-10T16:45:00+00:00
2022.0,4.0,10.0,16.0,50.0,48.0,2022-04-10T16:50:00+00:00
2022.0,4.0,10.0,16.0,55.0,48.0,2022-04-10T16:55:00+00:00
2022.0,4.0,10.0,17.0,0.0,48.0,2022-04-10T17:00:00+00:00
2022.0,4.0,10.0,17.0,5.0,47.0,2022-04-10T17:05:00+00:00
2022.0,4.0,10.0,17.0,10.0,48.0,2022-04-10T17:10:00+00:00
2022.0,4.0,10.0,17.0,15.0,48.0,2022-04-10T17:15:00+00:00
2022.0,4.0,10.0,17.0,20.0,48.0,2022-04-10T17:20:00+00:00
2022.0,4.0,10.0,17.0,25.0,48.0,2022-04-10T17:25:00+00:00
2022.0,4.0,10.0,17.0,30.0,48.0,2022-04-10T17:30:00+00:00
2022.0,4.0,10.0,17.0,35.0,48.0,2022-04-10T17:35:00+00:00
2022.0,4.0,10.0,17.0,40.0,48.0,2022-04-10T17:40:00+00:00
2022.0,4.0,10.0,17.0,45.0,48.0,2022-04-10T17:45:00+00:00
2022.0,4.0,10.0,17.0,50.0,48.0,2022-04-10T17:50:00+00:00
2022.0,4.0,10.0,17.0,55.0,48.0,2022-04-10T17:55:00+00:00
2022.0,4.0,10.0,18.0,0.0,49.0,2022-04-10T18:00:00+00:00
2022.0,4.0,10.0,18.0,5.0,47.0,2022-04-10T18:05:00+00:00
2022.0,4.0,10.0,18.0,10.0,46.0,2022-04-10T18:10:00+00:00
2022.0,4.0,10.0,18.0,15.0,45.0,2022-04-10T18:15:00+00:00
2022.0,4.0,10.0,18.0,20.0,45.0,2022-04-10T18:20:00+00:00
2022.0,4.0,10.0,18.0,25.0,46.0,2022-04-10T18:25:00+00:00
2022.0,4.0,10.0,18.0,30.0,47.0,2022-04-10T18:30:00+00:00
2022.0,4.0,10.0,18.0,35.0,49.0,2022-04-10T18:35:00+00:00
2022.0,4.0,10.0,18.0,40.0,48.0,2022-04-10T18:40:00+00:00
2022.0,4.0,10.0,18.0,45.0,48.0,2022-04-10T18:45:00+00:00
2022.0,4.0,10.0,18.0,50.0,48.0,2022-04-10T18:50:00+00:00
2022.0,4.0,10.0,18.0,55.0,47.0,2022-04-10T18:55:00+00:00
2022.0,4.0,10.0,19.0,0.0,48.0,2022-04-10T19:00:00+00:00
2022.0,4.0,10.0,19.0,5.0,49.0,2022-04-10T19:05:00+00:00
2022.0,4.0,10.0,19.0,10.0,49.0,2022-04-10T19:10:00+00:00
2022.0,4.0,10.0,19.0,15.0,49.0,2022-04-10T19:15:00+00:00
2022.0,4.0,10.0,19.0,20.0,49.0,2022-04-10T19:20:00+00:00
2022.0,4.0,10.0,19.0,25.0,49.0,2022-04-10T19:25:00+00:00
2022.0,4.0,10.0,19.0,30.0,48.0,2022-04-10T19:30:00+00:00
2022.0,4.0,10.0,19.0,35.0,48.0,2022-04-10T19:35:00+00:00
2022.0,4.0,10.0,19.0,40.0,47.0,2022-04-10T19:40:00+00:00
2022.0,4.0,10.0,19.0,45.0,47.0,2022-04-10T19:45:00+00:00
2022.0,4.0,10.0,19.0,50.0,46.0,2022-04-10T19:50:00+00:00
2022.0,4.0,10.0,19.0,55.0,46.0,2022-04-10T19:55:00+00:00
2022.0,4.0,10.0,20.0,0.0,46.0,2022-04-10T20:00:00+00:00
2022.0,4.0,10.0,20.0,5.0,45.0,2022-04-10T20:05:00+00:00
2022.0,4.0,10.0,20.0,10.0,47.0,2022-04-10T20:10:00+00:00
2022.0,4.0,10.0,20.0,15.0,47.0,2022-04-10T20:15:00+00:00
2022.0,4.0,10.0,20.0,20.0,48.0,2022-04-10T20:20:00+00:00
2022.0,4.0,10.0,20.0,25.0,48.0,2022-04-10T20:25:00+00:00
2022.0,4.0,10.0,20.0,30.0,48.0,2022-04-10T20:30:00+00:00
2022.0,4.0,10.0,20.0,35.0,48.0,2022-04-10T20:35:00+00:00
2022.0,4.0,10.0,20.0,40.0,48.0,2022-04-10T20:40:00+00:00
2022.0,4.0,10.0,20.0,45.0,48.0,2022-04-10T20:45:00+00:00
2022.0,4.0,10.0,20.0,50.0,48.0,2022-04-10T20:50:00+00:00
2022.0,4.0,10.0,20.0,55.0,48.0,2022-04-10T20:55:00+00:00
2022.0,4.0,10.0,21.0,0.0,48.0,2022-04-10T21:00:00+00:00
2022.0,4.0,10.0,21.0,5.0,47.0,2022-04-10T21:05:00+00:00
2022.0,4.0,10.0,21.0,10.0,46.0,2022-04-10T21:10:00+00:00
2022.0,4.0,10.0,21.0,15.0,46.0,2022-04-10T21:15:00+00:00
2022.0,4.0,10.0,21.0,20.0,46.0,2022-04-10T21:20:00+00:00
2022.0,4.0,10.0,21.0,25.0,45.0,2022-04-10T21:25:00+00:00
2022.0,4.0,10.0,21.0,30.0,45.0,2022-04-10T21:30:00+00:00
2022.0,4.0,10.0,21.0,35.0,45.0,2022-04-10T21:35:00+00:00
2022.0,4.0,10.0,21.0,40.0,44.0,2022-04-10T21:40:00+00:00
2022.0,4.0,10.0,21.0,45.0,44.0,2022-04-10T21:45:00+00:00
2022.0,4.0,10.0,21.0,50.0,45.0,2022-04-10T21:50:00+00:00
2022.0,4.0,10.0,21.0,55.0,44.0,2022-04-10T21:55:00+00:00
2022.0,4.0,10.0,22.0,0.0,44.0,2022-04-10T22:00:00+00:00
2022.0,4.0,10.0,22.0,5.0,52.0,2022-04-10T22:05:00+00:00
2022.0,4.0,10.0,22.0,10.0,54.0,2022-04-10T22:10:00+00:00
2022.0,4.0,10.0,22.0,15.0,54.0,2022-04-10T22:15:00+00:00
2022.0,4.0,10.0,22.0,20.0,54.0,2022-04-10T22:20:00+00:00
2022.0,4.0,10.0,22.0,25.0,54.0,2022-04-10T22:25:00+00:00
2022.0,4.0,10.0,22.0,30.0,83.0,2022-04-10T22:30:00+00:00
2022.0,4.0,10.0,22.0,35.0,54.0,2022-04-10T22:35:00+00:00
2022.0,4.0,10.0,22.0,40.0,51.0,2022-04-10T22:40:00+00:00
2022.0,4.0,10.0,22.0,45.0,43.0,2022-04-10T22:45:00+00:00
2022.0,4.0,10.0,22.0,50.0,43.0,2022-04-10T22:50:00+00:00
2022.0,4.0,10.0,22.0,55.0,43.0,2022-04-10T22:55:00+00:00
2022.0,4.0,10.0,23.0,0.0,44.0,2022-04-10T23:00:00+00:00
2022.0,4.0,10.0,23.0,5.0,44.0,2022-04-10T23:05:00+00:00
